syllabified	notSyllabified	numeric
name;less	nameless	10001000
for;mu;la;tion	formulation	10010101000
scan;ner	scanner	1000100
ar;bo;re;tum	arboretum	101010100
cor;gi	corgi	10010
tail	tail	1000
fil;let	fillet	100100
lowe	lowe	1000
to;tal;i;ty	totality	10100110
streak	streak	100000
e;pis;te;mol;o;gy	epistemology	110010100110
stack	stack	10000
fist;ful	fistful	1000100
cry;ing	crying	100100
coke	coke	1000
al;lowed	allowed	1010000
af;fil;i;at;ed	affiliated	1010011010
ex;pos;i;to;ry	expository	1010011010
dem;o;li;tion	demolition	1001101000
mar;i;po;sa	mariposa	10011010
hea;then	heathen	1001000
gem	gem	100
mon;o;chrome	monochrome	1001100000
re;viv;al	revival	1010010
ar;ray	array	10100
er;go	ergo	1010
ben;e;fit;ed	benefited	100110010
gold;en	golden	100010
fra;grance	fragrance	100100000
ver;i;fi;a;ble	verifiable	1001101100
cur;sor	cursor	100100
in;te;gra;tor	integrator	1010100100
dis;si;pat;ed	dissipated	1001010010
plen;ty	plenty	100010
mac;far;lane	macfarlane	1001001000
pre;rog;a;tive	prerogative	10010011000
re;me;di;a;tion	remediation	10101011000
pil;low	pillow	100100
brent	brent	10000
in;sid;i;ous	insidious	101001100
tails	tails	10000
farm;ing	farming	1000100
in;stall;ment	installment	10100001000
conn	conn	1000
car;ci;no;ge;nic;i;ty	carcinogenicity	100101010100110
sub;merged	submerged	100100000
veg;e;ta;tion	vegetation	1001101000
un;less	unless	101000
ed;u;cat;ed	educated	10110010
wil;y	wily	1001
seat;ing	seating	1000100
craps	craps	10000
val;i;date	validate	10011000
eq;uine	equine	101000
heart;y	hearty	100001
smack;ing	smacking	10000100
in;ac;cu;ra;cy	inaccuracy	1010101010
con;vers;ing	conversing	1001000100
un;op;posed	unopposed	101010000
a;shamed	ashamed	1100000
queue	queue	10000
mer;ce;nar;ies	mercenaries	10010100100
in;hib;it	inhibit	1010010
un;veil	unveil	101000
fleet;ing	fleeting	10000100
huge	huge	1000
ca;ter;er	caterer	1010010
dep	dep	100
mal;prac;tice	malpractice	10010001000
as;so;ci;at;ed	associated	1010101010
con;tra;cep;tive	contraceptive	1001001001000
freed;man	freedman	10000100
cal;i;brate	calibrate	100110000
sub;field	subfield	10010000
arch	arch	1000
o;ver;use	overuse	1100100
bor;der	border	100100
man;hunt	manhunt	1001000
bag;pipe	bagpipe	1001000
ad;here	adhere	101000
ex;pense	expense	1010000
in;de;pend;ent	independent	10101000100
fore;clo;sure	foreclosure	10001001000
ex;celled	excelled	10100000
con;cept	concept	1001000
caus;tic	caustic	1000100
tut;ti	tutti	10010
drill	drill	10000
mul;li;gan	mulligan	10010100
loy;al	loyal	10010
im;port	import	101000
spice	spice	10000
scarce	scarce	100000
trom;bone	trombone	10001000
sur;ger;y	surgery	1001001
flow;ing	flowing	1000100
ster	ster	1000
as;sur;ed;ly	assuredly	101001010
ex;er;cis;ing	exercising	1010100100
lease	lease	10000
cin;e;mat;ic	cinematic	100110010
emp;ty	empty	10010
ref;use	refuse	100100
des;ig;nee	designee	10010100
oeu;vres	oeuvres	1001000
de;flect;ed	deflected	101000010
quits	quits	10000
high;way	highway	1000100
sub;sti;tut;ing	substituting	100100100100
dia	dia	100
purse	purse	10000
phar;ma;cist	pharmacist	1000101000
dire	dire	1000
in;ter;sect	intersect	101001000
au;ra	aura	1010
sag	sag	100
dae;mon	daemon	100100
com;po;sure	composure	100101000
po;et;ics	poetics	1010100
pre;dom;i;nate	predominate	10010011000
blind;fold	blindfold	100001000
clo;ture	cloture	1001000
seize	seize	10000
strip;ping	stripping	100001000
home;made	homemade	10001000
ac;ti;vat;ing	activating	1010100100
dam;ask	damask	100100
bru;nette	brunette	10010000
deer	deer	1000
for;mat;ting	formatting	1001001000
veg;e;tar;i;an	vegetarian	1001100110
rap;port	rapport	1001000
e;nu;mer;a;tion	enumeration	11010011000
reg;is;ter	register	10010100
sym;phon;ic	symphonic	100100010
geol	geol	1000
e;val;u;ate	evaluate	11001100
ris;er	riser	10010
du;bi;ous	dubious	1010100
liz;zie	lizzie	100100
re;moved	removed	1010000
muf;fler	muffler	1001000
sur;prised	surprised	100100000
poi;son;ing	poisoning	100100100
hag	hag	100
meas	meas	1000
a;wak;en;ing	awakening	110010100
dive	dive	1000
a;cute	acute	11000
par;ti;san;ship	partisanship	100101001000
in;ad;e;qua;cy	inadequacy	1010110010
au;di;ol;o;gy	audiology	101010110
un;rest	unrest	101000
in;sert	insert	101000
in;def;i;nite;ly	indefinitely	101001100010
re;put;ed	reputed	1010010
phos;pho;ryl;a;tion	phosphorylation	100010010011000
fa;vour;a;bly	favourably	1010001100
in;var;i;ant	invariant	101001100
non;res;i;dent	nonresident	10010011000
piss;ing	pissing	1000100
top;less	topless	1001000
e;lec;tor;ate	electorate	1100100100
lin;sey	linsey	100100
lush	lush	1000
asth;ma	asthma	100010
brit;tle	brittle	1000100
cps	cps	100
main;tain	maintain	10001000
mon;o;chro;mat;ic	monochromatic	1001100010010
cord	cord	1000
brim;ming	brimming	10001000
in;fan;try	infantry	10100100
ben;ny	benny	10010
re;fi;nance	refinance	101010000
ca;bling	cabling	1010000
az;i;muth	azimuth	1011000
toothed	toothed	1000000
la;bo;ri;ous	laborious	101010100
ap;prox;i;mat;ing	approximating	1010001100100
sand;box	sandbox	1000100
wait;er	waiter	100010
ad;e;qua;cy	adequacy	10110010
sponge	sponge	100000
in;te;gra;ble	integrable	1010100100
chee;tah	cheetah	1000100
co;mes	comes	10100
or;i;gin	origin	101100
pro;pel	propel	100100
wharf	wharf	10000
cor;o;nal	coronal	1001100
news;stand	newsstand	100010000
cray;fish	crayfish	10001000
drank	drank	10000
pet;ty	petty	10010
re;pug;nant	repugnant	101001000
les;te	leste	10010
hide;a;way	hideaway	10001100
broth;er;hood	brotherhood	10000101000
bath;room	bathroom	10001000
moth;er;hood	motherhood	1000101000
strain;er	strainer	10000010
cad;dy	caddy	10010
ad;min;is;ter	administer	1010010100
pres;i;den;cy	presidency	1000110010
dir;ham	dirham	100100
pro;tec;tion	protection	1001001000
crit;i;ciz;ing	criticizing	10001100100
in;di;cate	indicate	10101000
neck	neck	1000
le;mur	lemur	10100
cain	cain	1000
re;duc;tion	reduction	101001000
stopped	stopped	1000000
a;bound	abound	110000
than	than	1000
non;ze;ro	nonzero	1001010
de;cen;tral;i;za;tion	decentralization	1010010001101000
re;ferred	referred	10100000
an;i;ma	anima	10110
en;ter;ic	enteric	1010010
wert	wert	1000
vac;u;ums	vacuums	1001100
air;strip	airstrip	10010000
dil;i;gent;ly	diligently	1001100010
gly;cine	glycine	1001000
sip	sip	100
in;ter;na;tion	internation	10100101000
stern	stern	10000
vie	vie	100
hit	hit	100
pa;lais	palais	101000
cost;ing	costing	1000100
typo	typo	1000
re;gard;ing	regarding	101000100
man;i;cure	manicure	10011000
lla;ma	llama	10010
var;i;cel;la	varicella	100110010
rail;road	railroad	10001000
ten;e;ment	tenement	10011000
check;book	checkbook	100001000
be;ta	beta	1010
ten;ure	tenure	100100
din;er	diner	10010
a;buse	abuse	11000
short;cut	shortcut	10000100
scud	scud	1000
frown	frown	10000
south	south	10000
ran;dom	random	100100
re;proach	reproach	10100000
to;tem	totem	10100
gui;tar;ist	guitarist	100100100
in;jur;ing	injuring	10100100
fac;tor;i;za;tion	factorization	1001001101000
sox	sox	100
dis;qual;i;fi;ca;tion	disqualification	1001000110101000
ho;ri;zon	horizon	1010100
ir;ri;tate	irritate	10101000
en;larged	enlarged	10100000
pea;cock	peacock	1001000
flip	flip	1000
fu;gi;tive	fugitive	10101000
o;ver;ly	overly	110010
ell	ell	100
ves;tal	vestal	100100
con;form;i;ty	conformity	1001000110
elm	elm	100
chol;er;a	cholera	1000101
cam;er;as	cameras	1001010
dig;it;al	digital	1001010
ac;e;tyl;cho;line	acetylcholine	1011001001000
pre;cise;ly	precisely	100100010
ad;min;is;tra;tor	administrator	1010010100100
mat;ting	matting	1001000
chap;er;one	chaperone	100010100
charm;ing	charming	10000100
chuck	chuck	10000
re;view	review	101000
an;a;lyse	analyse	1011000
hu;mil;i;at;ing	humiliating	10100110100
tree	tree	1000
fruit;less	fruitless	100001000
ham;string	hamstring	100100000
re;sist;ant	resistant	101000100
lcl	lcl	100
sem;pre	sempre	100100
au;ton;o;my	autonomy	10100110
ker;o;sene	kerosene	10011000
thump;ing	thumping	10000100
sen;a;to;ri;al	senatorial	1001101010
sound;er	sounder	1000010
per;jur;y	perjury	1001001
los;er	loser	10010
learn;ed	learned	1000010
dress;ing	dressing	10000100
re;duce	reduce	101000
ca;ca;o	cacao	10101
splen;did	splendid	10000100
cab	cab	100
sheaf	sheaf	10000
ca;ma;ra;de;rie	camaraderie	10101010100
sem	sem	100
match;mak;er	matchmaker	1000010010
lau;re;ate	laureate	10010100
nap	nap	100
bode	bode	1000
quake	quake	10000
sum;ma;rize	summarize	100101000
lou;vre	louvre	100100
wreak	wreak	10000
re;al;ised	realised	10101000
air;space	airspace	10010000
com;mun;ism	communism	100100100
harsh	harsh	10000
pac;i;fi;er	pacifier	10011010
u;ni;sex	unisex	110100
in;cre;ment	increment	101001000
na;tal	natal	10100
ma;jor	major	10100
os;trich	ostrich	1010000
col;lide	collide	1001000
tab;la	tabla	10010
sol;vent	solvent	1001000
mys;ti;cism	mysticism	100101000
ded;i;cat;ed	dedicated	100110010
de;light;ed	delighted	101000010
cheer;ful	cheerful	10000100
temp;ta;tion	temptation	1000101000
sup;ple;men;tal	supplemental	100100100100
ad;ver;tis;ing	advertising	10100100100
plain;tiff	plaintiff	100001000
re;in;tro;duc;tion	reintroduction	10101001001000
drink	drink	10000
per;fo;rat;ed	perforated	1001010010
ware	ware	1000
sweat;y	sweaty	100001
sub;way	subway	100100
but;ter;flies	butterflies	10010010000
ven;om;ous	venomous	10010100
chry;san;the;mum	chrysanthemum	1000100100100
bream	bream	10000
se;duc;tion	seduction	101001000
night;hawk	nighthawk	100001000
mal;le;a;ble	malleable	100101100
dis;par;ate	disparate	100100100
yeast	yeast	10000
pap;il;lon	papillon	10010100
caw	caw	100
diz;zi;ness	dizziness	100101000
grem;lin	gremlin	1000100
oeu;vre	oeuvre	100100
pet;ro;chem;i;cal	petrochemical	1001010001100
ac;cused	accused	1010000
spe;cial;ly	specially	100100010
cen;sor	censor	100100
en;close	enclose	1010000
pas;cal	pascal	100100
dev;o;tee	devotee	1001100
me;di;at;ed	mediated	10101010
oc;cur;rence	occurrence	1010010000
tow	tow	100
ther;mo;cou;ple	thermocouple	100010100100
coun;se;lor	counselor	100010100
bim;bo	bimbo	10010
sales;peo;ple	salespeople	10000100100
pur;est	purest	100100
dis;lo;ca;tion	dislocation	10010101000
bulk;y	bulky	10001
distr	distr	10000
arc;tic	arctic	100100
twig	twig	1000
de;pos;i;to;ry	depository	1010011010
map	map	100
li;on;heart	lionheart	101010000
baht	baht	1000
in;ter;ro;ga;tion	interrogation	1010010101000
lodge	lodge	10000
ex;per;i;men;tal	experimental	101001100100
dear	dear	1000
help;er	helper	100010
un;in;hib;it;ed	uninhibited	10101001010
lit;to;ral	littoral	10010100
blinks	blinks	100000
de;fen;sive;ly	defensively	10100100010
young;er	younger	1000010
su;per;man	superman	10100100
ge;ne;a;log;i;cal	genealogical	101011001100
pos;sessed	possessed	100100000
tab;loid	tabloid	1001000
sus;tain	sustain	1001000
com;menc;ing	commencing	1001000100
ball;point	ballpoint	100010000
howe	howe	1000
mod;el;ling	modelling	100101000
pro;ces;sor	processor	100100100
cred;i;bil;i;ty	credibility	10001100110
in;haled	inhaled	1010000
om;nip;o;tent	omnipotent	1010011000
snug;gle	snuggle	1000100
pro;te;ase	protease	10010100
crop	crop	1000
pro;fi;cien;cy	proficiency	10010100010
con;fi;dence	confidence	1001010000
re;used	reused	101000
ye;shi;va	yeshiva	1010010
quan;tized	quantized	100010000
moon;stone	moonstone	100010000
e;van;ge;list	evangelist	1100101000
prin;ci;ple	principle	100010100
ac;cu;rate	accurate	10101000
schol;ar;ship	scholarship	10000101000
cre;ma;tion	cremation	100101000
es;se	esse	1010
baux;ite	bauxite	1000100
re;shape	reshape	1010000
pas;tor	pastor	100100
dap	dap	100
ta;les	tales	10100
wal;rus	walrus	100100
re;al;ise	realise	1010100
ex;cit;a;to;ry	excitatory	1010011010
math;e;mat;i;cal;ly	mathematically	10001100110010
dirge	dirge	10000
scrap;er	scraper	1000010
co;or;di;nate	coordinate	1010101000
prog;e;ny	progeny	1000110
trat;to;ri;a	trattoria	100010101
me;chan;i;cal	mechanical	1010001100
war;ren	warren	100100
main;stream	mainstream	1000100000
o;rig;i;nat;ing	originating	11001100100
egg;plant	eggplant	10010000
ac;count	account	1010000
wop	wop	100
brain;wash;ing	brainwashing	100001000100
re;mote;ly	remotely	10100010
hal;i;but	halibut	1001100
ful;fil	fulfil	100100
on;shore	onshore	1010000
cyl	cyl	100
qual;i;fy;ing	qualifying	1000110100
field	field	10000
dos;si;ers	dossiers	10010100
wal;la	walla	10010
tel;ly	telly	10010
salve	salve	10000
nook	nook	1000
pro;fes;sor;ship	professorship	1001001001000
a;bom;i;na;tion	abomination	11001101000
sting;y	stingy	100001
load;ing	loading	1000100
for;giv;en	forgiven	10010010
con;di;tion;er	conditioner	10010100010
train	train	10000
con;tra	contra	100100
min;i;mal;ist	minimalist	1001100100
fold;a;ble	foldable	10001100
up;set	upset	10100
ver;te;bral	vertebral	100101000
glad;i;a;tor	gladiator	100011100
re;vi;sion	revision	10101000
sight	sight	10000
o;be;di;ence	obedience	110101000
de;vote	devote	101000
vod;ka	vodka	10010
con;clu;sive;ly	conclusively	100100100010
pre;fect	prefect	1001000
cir	cir	100
se;quen;tial	sequential	1010001000
coupe	coupe	10000
bounc;er	bouncer	1000010
no;ti;fi;ca;tion	notification	101010101000
shrunk;en	shrunken	10000010
wing;span	wingspan	10001000
grav	grav	1000
flown	flown	10000
bush;y	bushy	10001
ca;ri;tas	caritas	1010100
stee;ple;chase	steeplechase	100010010000
an;no;tat;ed	annotated	101010010
fi;bro;sis	fibrosis	10100100
cel;lo;phane	cellophane	1001010000
rel;ish	relish	100100
an;o;dized	anodized	10110000
the;o;ret;i;cal;ly	theoretically	1001100110010
gon;ad;o;tro;pin	gonadotropin	100101100100
vi;er	vier	1010
coun;ter;punch	counterpunch	100010010000
cam;er;a;man	cameraman	100101100
hin	hin	100
sev;en	seven	10010
cat;e;go;rize	categorize	1001101000
un;e;qual	unequal	1011000
mirth	mirth	10000
su;rah	surah	10100
am;bi;ance	ambiance	10101000
mote	mote	1000
fad;er	fader	10010
spo;ken	spoken	100100
es;crow	escrow	101000
her;i;ot	heriot	100110
ap;prov;er	approver	10100010
jus;ti;fi;ca;tion	justification	1001010101000
bass;ist	bassist	1000100
rust	rust	1000
sym;pa;thet;ic	sympathetic	10010100010
com;bus;tion	combustion	1001001000
heel	heel	1000
al;ler;gen	allergen	10100100
ad;ver;tised	advertised	1010010000
spo;rad;ic	sporadic	10010010
ex;per;i;ment;er	experimenter	101001100010
foun;da;tion;al	foundational	100010100010
mo;lar	molar	10100
lakh	lakh	1000
du;al	dual	1010
prelim	prelim	100000
teach;er	teacher	1000010
fa;cil;i;ta;tor	facilitator	10100110100
hab;it	habit	10010
in;tra;state	intrastate	1010010000
anon	anon	1000
chalk	chalk	10000
satch;el	satchel	1000010
ar;e;a	area	1011
ge;o;graph;i;cal;ly	geographically	10110000110010
match;mak;ing	matchmaking	10000100100
in;tro;duce	introduce	101001000
tar	tar	100
wea;ry	weary	10010
cor;po;ra	corpora	1001010
grind;ing	grinding	10000100
dis;solve	dissolve	10010000
sip;ping	sipping	1001000
mis;place	misplace	10010000
line;up	lineup	100010
sat;is;fac;to;ry	satisfactory	100101001010
am;mo	ammo	1010
drill;er	driller	1000010
eu;phor;ic	euphoric	10100010
re;un;ion	reunion	1010100
bea;con	beacon	100100
deck;ing	decking	1000100
ex;cit;ed;ly	excitedly	101001010
chip;per	chipper	1000100
res;pi;ra;tor	respirator	1001010100
in;form;ant	informant	101000100
ten;sile	tensile	1001000
a;men	amen	1100
ar;mored	armored	1010000
pa;dre	padre	10100
cre;at;i;nine	creatinine	1001011000
e;piph;a;ny	epiphany	11000110
com;pan;ion;ship	companionship	1001001001000
co;var;i;ance	covariance	1010011000
pro;pane	propane	1001000
in;ter;de;pend;ence	interdependence	101001010001000
fore;sight	foresight	100010000
hy;dro;pow;er	hydropower	1010010010
bunch	bunch	10000
dah	dah	100
hid	hid	100
an;oth;er	another	1010010
crunch	crunch	100000
sum;mar;y	summary	1001001
up;grade	upgrade	1010000
pre;sump;tive	presumptive	10010001000
a;tax;i;a	ataxia	110011
rod	rod	100
starve	starve	100000
de;cline	decline	1010000
prom;i;nent	prominent	100011000
sheet;ing	sheeting	10000100
high;light;ed	highlighted	10001000010
clack	clack	10000
buf;fa;lo	buffalo	1001010
knelt	knelt	10000
drum	drum	1000
per;pet;u;al	perpetual	100100110
red;wood	redwood	1001000
dif;fer;en;ti;at;ing	differentiating	100100101010100
breath;less	breathless	1000001000
gyp;sy	gypsy	10010
skill;ful	skillful	10000100
sum;ma;rised	summarised	1001010000
mag;is;trate	magistrate	1001010000
in;hal;ing	inhaling	10100100
cor;mo;rant	cormorant	100101000
bath;ing	bathing	1000100
in;te;ri;or	interior	10101010
mak;ing	making	100100
draw;ing	drawing	1000100
con;form;ance	conformance	10010001000
die;sel	diesel	100100
mor;pho;gen;e;sis	morphogenesis	1001001001100
spec;i;fy;ing	specifying	1000110100
ceil;ing	ceiling	1000100
cer;ti;fied	certified	100101000
de;liv;er	deliver	1010010
brain	brain	10000
vic;ar	vicar	10010
gon;or;rhe;a	gonorrhea	100101001
jodh;pur	jodhpur	1000100
nice;ly	nicely	100010
per;son	person	100100
for;lorn	forlorn	1001000
funk	funk	1000
fig;ur;al	figural	1001010
rob;bing	robbing	1001000
dav;en;port	davenport	100101000
chas;sis	chassis	1000100
leth;ar;gy	lethargy	10001010
dom;i;noes	dominoes	10011000
ex;ter;nal	external	10100100
re;as;sess	reassess	10101000
dread;ful	dreadful	10000100
roar	roar	1000
mo;gul	mogul	10100
ppr	ppr	100
un;like	unlike	101000
champ	champ	10000
per;spi;ra;tion	perspiration	100100101000
re;con;sid;er;a;tion	reconsideration	101001001011000
tight	tight	10000
learnt	learnt	100000
mi;cro;fiche	microfiche	1010010000
in;tense;ly	intensely	101000010
ex;cite	excite	101000
ko;re	kore	1010
glu;ten	gluten	100100
a;veng;er	avenger	1100010
ex;ile	exile	10100
lin;ger	linger	100100
yet;i	yeti	1001
cha;teau	chateau	1001000
al;ien;ate	alienate	10100100
bu;ta;di;ene	butadiene	101010100
de;serve	deserve	1010000
de;crypt	decrypt	1010000
ab;sinthe	absinthe	10100000
ath;let;ics	athletics	100100100
big	big	100
let;tuce	lettuce	1001000
tick;lish	ticklish	10001000
las;so	lasso	10010
fill;er	filler	100010
home;ward	homeward	10001000
ap;pa;rat;us	apparatus	101010010
cress	cress	10000
barred	barred	100000
com;mit;ting	committing	1001001000
anal	anal	1000
ab;stain	abstain	1010000
emp;ty;ing	emptying	10010100
doc;tor;al	doctoral	10010010
coil	coil	1000
year	year	1000
snout	snout	10000
bit;ter;ly	bitterly	10010010
cem;e;ter;ies	cemeteries	1001100100
roof	roof	1000
mill;ing	milling	1000100
ad;mi;ra;bly	admirably	101010100
pack;et	packet	100010
car;pen;ter	carpenter	100100100
i;on;iz;ing	ionizing	11010100
ad;mo;ni;tion	admonition	1010101000
ex;cep;tion	exception	101001000
throng	throng	100000
troph;ic	trophic	1000010
flood;ed	flooded	1000010
worth;less	worthless	100001000
ku;dos	kudos	10100
stunt	stunt	10000
for;go	forgo	10010
spade	spade	10000
ac;cord;ing;ly	accordingly	10100010010
spit;ting	spitting	10001000
ca;hill	cahill	101000
fea;ture	feature	1001000
im;mi;gra;tion	immigration	10101001000
pre;school	preschool	100100000
de;nounce	denounce	10100000
lus;trous	lustrous	10010000
en;dog;e;nous	endogenous	1010011000
com;bo	combo	10010
lit;ter	litter	100100
ba;nan;a	banana	101001
ug;li;ness	ugliness	10101000
con;fes;sion;al	confessional	100100100010
un;prec;e;dent;ed	unprecedented	1010001100010
flow;ered	flowered	10001000
ma;ter;ni;ty	maternity	101001010
mar;a;thon	marathon	10011000
steal;ing	stealing	10000100
re;spect;ful;ly	respectfully	101000010010
coy;ote	coyote	100100
smashed	smashed	1000000
pol;i;ty	polity	100110
per;ma;nence	permanence	1001010000
law;ful;ly	lawfully	10010010
ca;po	capo	1010
su;per;con;duc;tor	superconductor	10100100100100
pre;cincts	precincts	100100000
ma;ya	maya	1010
un;im;por;tant	unimportant	10101001000
re;frig;er;ate	refrigerate	10100010100
fea;tur;ette	featurette	1001001000
tear;drop	teardrop	10001000
chuck;le	chuckle	1000010
skip;per	skipper	1000100
en;er;get;ics	energetics	1010100100
in;fes;ta;tion	infestation	10100101000
dial	dial	1000
prowl;er	prowler	1000010
sum;ma;tion	summation	100101000
clerk	clerk	10000
di;ag;nos;tic	diagnostic	1010100100
dan;druff	dandruff	10010000
en;cased	encased	1010000
pre;con;di;tion	precondition	100100101000
ice	ice	100
con;fer;ence	conference	1001001000
oil;seed	oilseed	1001000
cow;bell	cowbell	1001000
