syllabified	notSyllabified	numeric
al;to;geth;er	altogether	1010100010
al;tru;is;tic	altruistic	1010010100
al;tru;ism	altruism	10100100
al;u;min;i;um	aluminium	101100110
al;ve;o;lar	alveolar	10101100
al;ways	always	101000
alb	alb	100
ale	ale	100
alfa	alfa	1000
alg	alg	100
alias	alias	10000
alk	alk	100
all	all	100
alms	alms	1000
alp	alp	100
alpha;numeric	alphanumeric	100001000000
alt	alt	100
alum	alum	1000
am;a;ryl;lis	amaryllis	101100100
am;a;teur	amateur	1011000
am;a;zon	amazon	101100
am;bas;sa;dor	ambassador	1010010100
am;ber	amber	10100
am;bi;ance	ambiance	10101000
am;bi;ence	ambience	10101000
am;bi;ent	ambient	1010100
am;bi;gu;i;ty	ambiguity	101010110
am;bi;tion	ambition	10101000
am;bi;tious	ambitious	101010000
am;big;u;ous	ambiguous	101001100
am;bit	ambit	10100
am;biv;a;lence	ambivalence	10100110000
am;biv;a;lent	ambivalent	1010011000
am;bler	ambler	101000
am;bro;sia	ambrosia	10100100
am;bu;la;to;ry	ambulatory	1010101010
am;bu;lance	ambulance	101010000
am;bush	ambush	101000
am;e;thyst	amethyst	10110000
am;i;ty	amity	10110
am;ide	amide	10100
am;mo	ammo	1010
am;mo;ni;um	ammonium	10101010
am;mo;nia	ammonia	1010100
am;mu;ni;tion	ammunition	1010101000
am;ne;sia	amnesia	1010100
am;nes;ty	amnesty	1010010
am;ni;ot;ic	amniotic	10101010
am;o;rous	amorous	1011000
am;or;ti;sa;tion	amortisation	101010101000
am;or;ti;za;tion	amortization	101010101000
am;or;tized	amortized	101010000
am;per;sand	ampersand	101001000
am;pere	ampere	101000
am;phet;a;mine	amphetamine	10100011000
am;phi;the;a;ter	amphitheater	101001001100
am;phi;the;a;tre	amphitheatre	101001001100
am;phib;i;an	amphibian	101000110
am;phib;i;ous	amphibious	1010001100
am;ple	ample	10100
am;pli;fi;ca;tion	amplification	1010010101000
am;pli;fi;er	amplifier	101001010
am;pli;fied	amplified	101001000
am;pli;fy	amplify	1010010
am;pli;tude	amplitude	101001000
am;ply	amply	10100
am;pu;ta;tion	amputation	1010101000
am;pu;tee	amputee	1010100
am;u;let	amulet	101100
am;y;loid	amyloid	1011000
am;yl;ase	amylase	1010100
amp	amp	100
amt	amt	100
amu	amu	100
an;a	ana	101
an;a;bol;ic	anabolic	10110010
an;a;con;da	anaconda	10110010
an;a;gram	anagram	1011000
an;a;log	analog	101100
an;a;logue	analogue	10110000
an;a;lys;er	analyser	10110010
an;a;lys;ing	analysing	101100100
an;a;lyse	analyse	1011000
an;a;lysed	analysed	10110000
an;a;lyst	analyst	1011000
an;a;lyt;i;cal	analytical	1011001100
an;a;lyt;i;cal;ly	analytically	101100110010
an;a;lyt;ic	analytic	10110010
an;a;lyt;ics	analytics	101100100
an;a;lyz;er	analyzer	10110010
an;a;lyz;ing	analyzing	101100100
an;a;lyze	analyze	1011000
an;a;lyzed	analyzed	10110000
an;a;mor;phic	anamorphic	1011001000
an;a;phy;lax;is	anaphylaxis	10110010010
an;a;tom;i;cal	anatomical	1011001100
an;a;tom;ic	anatomic	10110010
an;aer;o;bic	anaerobic	101001100
an;aes;the;sia	anaesthesia	10100100100
an;aes;thet;ic	anaesthetic	10100100010
an;al;ge;si;a	analgesia	101010101
an;al;ge;sic	analgesic	101010100
an;ar;chism	anarchism	101010000
an;ar;chist	anarchist	101010000
an;ar;chy	anarchy	1010100
an;ces;tor	ancestor	10100100
an;ces;tral	ancestral	101001000
an;ces;try	ancestry	10100100
an;chor	anchor	101000
an;chor;age	anchorage	101000100
an;chor;man	anchorman	101000100
an;cient	ancient	1010000
an;cil;lar;y	ancillary	101001001
an;co;na	ancona	101010
an;dan;te	andante	1010010
an;dro;gen	androgen	10100100
an;droid	android	1010000
an;drom;e;da	andromeda	101000110
an;ec;do;tal	anecdotal	101010100
an;ec;dote	anecdote	10101000
an;es;the;si;ol;o;gy	anesthesiology	10101001010110
an;es;the;sia	anesthesia	1010100100
an;es;thet;ic	anesthetic	1010100010
an;eu;rysm	aneurysm	10101000
an;ge;lique	angelique	101010000
an;ge;lus	angelus	1010100
an;gel	angel	10100
an;gel;ic	angelic	1010010
an;gel;ic;a	angelica	10100101
an;ger	anger	10100
an;gi;na	angina	101010
an;gle	angle	10100
an;gled	angled	101000
an;gler	angler	101000
an;gling	angling	1010000
an;go;ra	angora	101010
an;gri;ly	angrily	1010010
an;gry	angry	10100
an;gu;lar	angular	1010100
an;guish	anguish	1010000
an;hy;drous	anhydrous	101010000
an;i;ma	anima	10110
an;i;ma;tion	animation	101101000
an;i;ma;tor	animator	10110100
an;i;mal	animal	101100
an;i;mat;ed	animated	10110010
an;i;mat;ing	animating	101100100
an;i;mate	animate	1011000
an;i;me	anime	10110
an;i;mos;i;ty	animosity	101100110
an;i;on	anion	10110
an;i;so;trop;ic	anisotropic	10110100010
an;i;sot;ro;py	anisotropy	1011001010
an;il	anil	1010
an;ise	anise	10100
an;kle	ankle	10100
an;klet	anklet	101000
an;na	anna	1010
an;nals	annals	101000
an;nex	annex	10100
an;nex;a;tion	annexation	1010011000
an;nexe	annexe	101000
an;ni;hi;la;tion	annihilation	101010101000
an;ni;ver;sa;ry	anniversary	10101001010
an;no;ta;tion	annotation	1010101000
an;no;tat;ed	annotated	101010010
an;no;tate	annotate	10101000
an;nounc;er	announcer	101000010
an;nounc;ing	announcing	1010000100
an;nounce	announce	10100000
an;nounce;ment	announcement	101000001000
an;nounced	announced	101000000
an;noy	annoy	10100
an;noy;ance	annoyance	101001000
an;noy;ing	annoying	10100100
an;nu;al	annual	101010
an;nu;al;ly	annually	10101010
an;nu;i;ty	annuity	1010110
an;nu;lar	annular	1010100
an;nul;ment	annulment	101001000
an;o;dized	anodized	10110000
an;o;nym;i;ty	anonymity	101100110
an;o;rex;i;a	anorexia	10110011
an;ode	anode	10100
an;oth;er	another	1010010
an;swer	answer	101000
an;swer;er	answerer	10100010
an;tag;o;nis;tic	antagonistic	101001100100
an;tag;o;nism	antagonism	1010011000
an;tag;o;nist	antagonist	1010011000
an;te	ante	1010
an;te;ced;ent	antecedent	1010100100
an;te;ced;ents	antecedents	10101001000
an;te;lope	antelope	10101000
an;te;na;tal	antenatal	101010100
an;te;ri;or	anterior	10101010
an;ten;na	antenna	1010010
an;ten;nae	antennae	10100100
an;ten;nas	antennas	10100100
an;them	anthem	101000
an;thol;o;gy	anthology	101000110
an;thra;cite	anthracite	1010001000
an;thrax	anthrax	1010000
an;thro;po;log;i;cal	anthropological	101000101001100
an;thro;pol;o;gist	anthropologist	10100010011000
an;thro;pol;o;gy	anthropology	101000100110
an;ti	anti	1010
an;ti;bac;te;ri;al	antibacterial	1010100101010
an;ti;bi;ot;ic	antibiotic	1010101010
an;ti;bod;ies	antibodies	1010100100
an;ti;bod;y	antibody	10101001
an;ti;co;ag;u;lant	anticoagulant	1010101011000
an;ti;de;pres;sant	antidepressant	10101010001000
an;ti;dote	antidote	10101000
an;ti;freeze	antifreeze	1010100000
an;ti;fun;gal	antifungal	1010100100
an;ti;gen	antigen	1010100
an;ti;gen;ic	antigenic	101010010
an;ti;mi;cro;bi;al	antimicrobial	1010101001010
an;ti;mo;ny	antimony	10101010
an;ti;ox;i;dant	antioxidant	10101011000
an;ti;quar;i;an	antiquarian	10101000110
an;ti;quat;ed	antiquated	1010100010
an;ti;sep;tic	antiseptic	1010100100
an;ti;so;cial	antisocial	1010101000
an;ti;stat;ic	antistatic	1010100010
an;ti;trust	antitrust	101010000
an;ti;vi;ral	antiviral	101010100
an;ti;vi;rus	antivirus	101010100
an;ti;war	antiwar	1010100
an;tic;i;pa;tion	anticipation	101001101000
an;tic;i;pa;to;ry	anticipatory	101001101010
an;tic;i;pat;ed	anticipated	10100110010
an;tic;i;pat;ing	anticipating	101001100100
an;tic;i;pate	anticipate	1010011000
an;tics	antics	101000
an;tiq;ui;ties	antiquities	10100101000
an;tiq;ui;ty	antiquity	101001010
an;tique	antique	1010000
an;tiqued	antiqued	10100000
an;tith;e;sis	antithesis	1010001100
an;vil	anvil	10100
an;y	any	101
an;y;bod;y	anybody	1011001
an;y;how	anyhow	101100
an;y;more	anymore	1011000
an;y;one	anyone	101100
an;y;place	anyplace	10110000
an;y;thing	anything	10110000
an;y;time	anytime	1011000
an;y;way	anyway	101100
an;y;ways	anyways	1011000
an;y;where	anywhere	10110000
anal	anal	1000
anat	anat	1000
and	and	100
ane	ane	100
angst	angst	10000
anim	anim	1000
ankh	ankh	1000
ann	ann	100
anon	anon	1000
ant	ant	100
ant;arc;tic	antarctic	100100100
ant;ler	antler	100100
anx;i;e;ty	anxiety	1001110
anx;ious	anxious	1001000
anx;ious;ly	anxiously	100100010
ap;a;thet;ic	apathetic	101100010
ap;a;thy	apathy	101100
ap;er;ture	aperture	10101000
ap;i;cal	apical	101100
ap;ne;a	apnea	10101
ap;o;gee	apogee	101100
ap;os;tol;ic	apostolic	101010010
ap;pa;rat;us	apparatus	101010010
ap;pa;ri;tion	apparition	1010101000
ap;pall;ing	appalling	101000100
ap;palled	appalled	10100000
ap;par;el	apparel	1010010
ap;par;ent	apparent	10100100
ap;par;ent;ly	apparently	1010010010
ap;pe;tite	appetite	10101000
ap;pe;tiz;er	appetizer	101010010
ap;peal	appeal	101000
ap;peal;ing	appealing	101000100
ap;pear	appear	101000
ap;pear;ance	appearance	1010001000
ap;pease	appease	1010000
ap;pel	appel	10100
ap;pel;la;tion	appellation	10100101000
ap;pel;lant	appellant	101001000
ap;pel;late	appellate	101001000
ap;pel;lee	appellee	10100100
ap;pen;di;ces	appendices	1010010100
ap;pen;di;ci;tis	appendicitis	101001010100
ap;pen;dix	appendix	10100100
ap;pen;dix;es	appendixes	1010010010
ap;pend	append	101000
ap;plaud	applaud	1010000
ap;plause	applause	10100000
ap;ple	apple	10100
ap;ple;sauce	applesauce	1010010000
ap;ples	apples	101000
ap;pli;ance	appliance	101001000
ap;pli;ca;bil;i;ty	applicability	1010010100110
ap;pli;ca;ble	applicable	1010010100
ap;pli;ca;tion	application	10100101000
ap;pli;ca;tor	applicator	1010010100
ap;pli;cant	applicant	101001000
ap;pli;que	applique	10100100
ap;plied	applied	1010000
ap;ply	apply	10100
ap;ply;ing	applying	10100100
ap;point	appoint	1010000
ap;point;ed	appointed	101000010
ap;point;ee	appointee	101000010
ap;point;ment	appointment	10100001000
ap;por;tion;ment	apportionment	1010010001000
ap;prais;al	appraisal	101000010
ap;prais;er	appraiser	101000010
ap;prais;ing	appraising	1010000100
ap;praise	appraise	10100000
ap;praised	appraised	101000000
ap;pre;ci;a;ble	appreciable	10100101100
ap;pre;ci;a;tion	appreciation	101001011000
ap;pre;ci;at;ed	appreciated	10100101010
ap;pre;ci;at;ing	appreciating	101001010100
ap;pre;ci;ate	appreciate	1010010100
ap;pre;cia;tive	appreciative	101001001000
ap;pre;hen;sion	apprehension	101001001000
ap;pre;hen;sive	apprehensive	101001001000
ap;pre;hend	apprehend	101001000
ap;pren;tice	apprentice	1010001000
ap;pren;tice;ship	apprenticeship	10100010001000
ap;pro	appro	10100
ap;pro;ba;tion	approbation	10100101000
ap;pro;pri;a;tion	appropriation	1010010011000
ap;pro;pri;at;ed	appropriated	101001001010
ap;pro;pri;at;ing	appropriating	1010010010100
ap;pro;pri;ate	appropriate	10100100100
ap;pro;pri;ate;ly	appropriately	1010010010010
ap;pro;pri;ate;ness	appropriateness	101001001001000
ap;proach	approach	10100000
ap;proach;a;ble	approachable	101000001100
ap;prov;al	approval	10100010
ap;prov;er	approver	10100010
ap;prov;ing	approving	101000100
ap;prove	approve	1010000
ap;proved	approved	10100000
ap;prox;i;ma;tion	approximation	1010001101000
ap;prox;i;mat;ed	approximated	101000110010
ap;prox;i;mat;ing	approximating	1010001100100
ap;prox;i;mate	approximate	10100011000
ap;prox;i;mate;ly	approximately	1010001100010
ap;ri;cot	apricot	1010100
ap;ro;pos	apropos	1010100
ap;ti;tude	aptitude	10101000
ape	ape	100
aph;ro;dis;i;ac	aphrodisiac	10010100110
app	app	100
approx	approx	100000
apt	apt	100
apt;ly	aptly	10010
aq;ua	aqua	1010
aq;ua;cul;ture	aquaculture	10101001000
aq;ua;ma;rine	aquamarine	1010101000
aq;ue;duct	aqueduct	10101000
aq;ui;fer	aquifer	1010100
ar;a;besque	arabesque	101100000
ar;a;ble	arable	101100
ar;bi;ter	arbiter	1010100
ar;bi;tra;tion	arbitration	10101001000
ar;bi;tra;tor	arbitrator	1010100100
ar;bi;trage	arbitrage	101010000
ar;bi;tral	arbitral	10101000
ar;bi;trar;i;ly	arbitrarily	10101000110
ar;bi;trar;y	arbitrary	101010001
ar;bo;re;tum	arboretum	101010100
ar;bor	arbor	10100
ar;ca	arca	1010
ar;ca;na	arcana	101010
ar;cade	arcade	101000
ar;cane	arcane	101000
ar;cha;ic	archaic	1010010
ar;chae;o;log;i;cal	archaeological	10100011001100
ar;chae;ol;o;gist	archaeologist	1010001011000
ar;chae;ol;o;gy	archaeology	10100010110
ar;che;o;log;i;cal	archeological	1010011001100
ar;che;ol;o;gy	archeology	1010010110
ar;che;typ;al	archetypal	1010010010
ar;che;type	archetype	101001000
ar;cher;y	archery	1010001
ar;chi;pel;a;go	archipelago	10100100110
ar;chi;tec;tur;al	architectural	1010010010010
ar;chi;tec;ture	architecture	101001001000
ar;chi;tect	architect	101001000
ar;chi;val	archival	10100100
ar;chi;vist	archivist	101001000
ar;chive	archive	1010000
ar;chives	archives	10100000
ar;co	arco	1010
ar;dent	ardent	101000
ar;dour	ardour	101000
ar;du;ous	arduous	1010100
ar;e;a	area	1011
ar;e;al	areal	10110
ar;gen;tine	argentine	101001000
ar;gent	argent	101000
ar;gi;nine	arginine	10101000
ar;go;sy	argosy	101010
ar;gon	argon	10100
ar;gu;ing	arguing	1010100
ar;gu;men;ta;tion	argumentation	1010100101000
ar;gu;men;ta;tive	argumentative	1010100101000
ar;gu;ment	argument	10101000
ar;gue	argue	10100
ar;gued	argued	101000
ar;gyle	argyle	101000
ar;i;el	ariel	10110
ar;id	arid	1010
ar;is;toc;ra;cy	aristocracy	10101001010
ar;ma;da	armada	101010
ar;ma;dil;lo	armadillo	101010010
ar;ma;ment	armament	10101000
ar;ma;ture	armature	10101000
ar;mi;stice	armistice	101010000
ar;moire	armoire	1010000
ar;mor	armor	10100
ar;mor;y	armory	101001
ar;mored	armored	1010000
ar;mour	armour	101000
ar;moured	armoured	10100000
ar;my	army	1010
ar;ni;ca	arnica	101010
ar;o;mat;ic	aromatic	10110010
ar;raign;ment	arraignment	10100001000
ar;rang;er	arranger	10100010
ar;rang;ing	arranging	101000100
ar;range	arrange	1010000
ar;range;ment	arrangement	10100001000
ar;ranged	arranged	10100000
ar;ray	array	10100
ar;rears	arrears	1010000
ar;rest	arrest	101000
ar;rest;ing	arresting	101000100
ar;rhyth;mi;a	arrhythmia	1010000101
ar;ri;val	arrival	1010100
ar;riv;ing	arriving	10100100
ar;rive	arrive	101000
ar;rived	arrived	1010000
ar;ro;gance	arrogance	101010000
ar;ro;gant	arrogant	10101000
ar;row	arrow	10100
ar;row;head	arrowhead	101001000
ar;rows	arrows	101000
ar;roy;o	arroyo	101001
ar;se;nal	arsenal	1010100
ar;se;nic	arsenic	1010100
ar;son	arson	10100
ar;te;fact	artefact	10101000
ar;te;mis;i;a	artemisia	101010011
ar;te;ri;al	arterial	10101010
ar;te;ri;o;scle;ro;sis	arteriosclerosis	1010101100010100
ar;ter;ies	arteries	10100100
ar;ter;y	artery	101001
ar;thri;tis	arthritis	101000100
ar;ti;choke	artichoke	101010000
ar;ti;cle	article	1010100
ar;ti;fact	artifact	10101000
ar;ti;fi;cial	artificial	1010101000
ar;ti;fi;cial;ly	artificially	101010100010
ar;ti;fice	artifice	10101000
ar;ti;san	artisan	1010100
ar;tic	artic	10100
ar;tic;u;la;tion	articulation	101001101000
ar;tic;u;lar	articular	101001100
ar;tic;u;lat;ed	articulated	10100110010
ar;tic;u;lat;ing	articulating	101001100100
ar;tic;u;late	articulate	1010011000
ar;til;ler;y	artillery	101001001
ar;tis;ti;cal;ly	artistically	101001010010
ar;tis;tic	artistic	10100100
ar;tiste	artiste	1010000
ar;yl	aryl	1010
arc	arc	100
arc;tic	arctic	100100
arch	arch	1000
arch;an;gel	archangel	100010100
arch;bish;op	archbishop	1000100010
arch;di;o;cese	archdiocese	10001011000
arch;er	archer	100010
arch;ing	arching	1000100
arch;way	archway	1000100
arched	arched	100000
arcs	arcs	1000
are	are	100
ark	ark	100
arles	arles	10000
arm	arm	100
arm;band	armband	1001000
arm;chair	armchair	10010000
arm;ing	arming	100100
arm;pit	armpit	100100
arm;rest	armrest	1001000
armed	armed	10000
arms	arms	1000
arr	arr	100
arse	arse	1000
art	art	100
art;ful	artful	100100
art;ist	artist	100100
art;ist;ry	artistry	10010010
art;work	artwork	1001000
art;y	arty	1001
arts	arts	1000
as;bes;tos	asbestos	10100100
as;cen;sion	ascension	101001000
as;cend	ascend	101000
as;cend;ant	ascendant	101000100
as;cend;ing	ascending	101000100
as;cent	ascent	101000
as;cer;tain	ascertain	101001000
as;cot	ascot	10100
as;cribe	ascribe	1010000
as;cribed	ascribed	10100000
as;par;a;gus	asparagus	101001100
as;pect	aspect	101000
as;pen	aspen	10100
as;per;gil;lus	aspergillus	10100100100
as;phalt	asphalt	1010000
as;pi;ra;tion	aspiration	1010101000
as;pi;rin	aspirin	1010100
as;pir;ing	aspiring	10100100
as;pire	aspire	101000
as;sail;ant	assailant	101000100
as;sam	assam	10100
as;sas;si;na;tion	assassination	1010010101000
as;sas;si;nat;ed	assassinated	101001010010
as;sas;si;nate	assassinate	10100101000
as;sas;sin	assassin	10100100
as;sault	assault	1010000
as;say	assay	10100
as;sem;blage	assemblage	1010010000
as;sem;ble	assemble	10100100
as;sem;bled	assembled	101001000
as;sem;bler	assembler	101001000
as;sem;bly	assembly	10100100
as;sem;bly;man	assemblyman	10100100100
as;sent	assent	101000
as;ser;tion	assertion	101001000
as;ser;tive	assertive	101001000
as;ser;tive;ness	assertiveness	1010010001000
as;sert	assert	101000
as;sert;ed	asserted	10100010
as;ses	asses	10100
as;ses;sor	assessor	10100100
as;sess	assess	101000
as;sess;a;ble	assessable	1010001100
as;sess;ment	assessment	1010001000
as;set	asset	10100
as;sets	assets	101000
as;sign	assign	101000
as;sign;a;ble	assignable	1010001100
as;sign;ee	assignee	10100010
as;sign;ment	assignment	1010001000
as;sim;i;la;tion	assimilation	101001101000
as;sim;i;lat;ed	assimilated	10100110010
as;sim;i;late	assimilate	1010011000
as;sis;tance	assistance	1010010000
as;sis;tant	assistant	101001000
as;sist	assist	101000
as;sist;ive	assistive	101000100
as;so;ci;a;tion	association	10101011000
as;so;ci;a;tive	associative	10101011000
as;so;ci;at;ed	associated	1010101010
as;so;ci;at;ing	associating	10101010100
as;so;ci;ate	associate	101010100
as;sort;ed	assorted	10100010
as;sort;ment	assortment	1010001000
as;sum;ing	assuming	10100100
as;sume	assume	101000
as;sumed	assumed	1010000
as;sump;tion	assumption	1010001000
as;sur;ance	assurance	101001000
as;sur;ed;ly	assuredly	101001010
as;sur;ing	assuring	10100100
as;sure	assure	101000
as;sured	assured	1010000
as;ter	aster	10100
as;ter;isk	asterisk	10100100
as;ter;oid	asteroid	10100100
as;ton;ish;ing	astonishing	10100100100
as;ton;ish;ing;ly	astonishingly	1010010010010
as;ton;ish;ment	astonishment	101001001000
as;tound;ing	astounding	1010000100
as;tral	astral	101000
as;tro;bi;ol;o;gy	astrobiology	101001010110
as;tro;log;i;cal	astrological	101001001100
as;tro;met;ric	astrometric	10100100100
as;tro;nau;tics	astronautics	101001001000
as;tro;naut	astronaut	101001000
as;tro;nom;i;cal	astronomical	101001001100
as;tro;pho;tog;ra;phy	astrophotography	1010010010010100
as;tro;phys;i;cal	astrophysical	1010010001100
as;tro;phys;ics	astrophysics	101001000100
as;trol;o;ger	astrologer	1010001100
as;trol;o;gy	astrology	101000110
as;tron;o;mer	astronomer	1010001100
as;tron;o;my	astronomy	101000110
as;tute	astute	101000
as;ymp;tot;i;cal;ly	asymptotically	10100100110010
as;ymp;tot;ic	asymptotic	1010010010
ash	ash	100
ash;es	ashes	10010
ash;ram	ashram	100100
ash;tray	ashtray	1001000
ask	ask	100
ask;er	asker	10010
asp	asp	100
ass	ass	100
assn	assn	1000
assoc	assoc	10000
asst	asst	1000
asth;ma	asthma	100010
asth;mat;ic	asthmatic	100010010
astron	astron	100000
at;el;ier	atelier	1010100
at;las	atlas	10100
at;las;es	atlases	1010010
at;mos;pher;ic	atmospheric	10100100010
at;mos;phere	atmosphere	1010010000
at;oll	atoll	10100
at;om	atom	1010
at;ro;phy	atrophy	1010100
at;ro;pine	atropine	10101000
at;ta;che	attache	1010100
at;ta;ches	attaches	10101000
at;tach	attach	101000
at;tach;ment	attachment	1010001000
at;tached	attached	10100000
at;tack	attack	101000
at;tack;er	attacker	10100010
at;tain	attain	101000
at;tain;a;ble	attainable	1010001100
at;tain;ment	attainment	1010001000
at;tempt	attempt	1010000
at;ten;tion	attention	101001000
at;ten;tive	attentive	101001000
at;ten;u;a;tion	attenuation	10100111000
at;ten;u;a;tor	attenuator	1010011100
at;ten;u;at;ed	attenuated	1010011010
at;tend	attend	101000
at;tend;ance	attendance	1010001000
at;tend;ant	attendant	101000100
at;tend;ing	attending	101000100
at;tes;ta;tion	attestation	10100101000
at;test	attest	101000
at;test;ed	attested	10100010
at;ti;tude	attitude	10101000
at;tic	attic	10100
at;tire	attire	101000
at;tor;ney	attorney	10100100
at;trac;tion	attraction	1010001000
at;trac;tive	attractive	1010001000
at;trac;tive;ly	attractively	101000100010
at;trac;tive;ness	attractiveness	10100010001000
at;trac;tor	attractor	101000100
at;tract	attract	1010000
at;tri;bu;tion	attribution	10100101000
at;tri;tion	attrition	101001000
at;trib;ut;a;ble	attributable	101000101100
at;trib;ut;ed	attributed	1010001010
at;trib;ut;ing	attributing	10100010100
at;trib;ute	attribute	101000100
at;tuned	attuned	1010000
ate	ate	100
ath;e;nae;um	athenaeum	100110010
ath;er;o;scle;ro;sis	atherosclerosis	100101100010100
ath;let;ic	athletic	10010010
ath;let;ics	athletics	100100100
ath;lete	athlete	1001000
atm	atm	100
att	att	100
attn	attn	1000
attrib	attrib	100000
atty	atty	1000
au;berge	auberge	1010000
au;burn	auburn	101000
au;da;cious	audacious	101010000
au;dac;i;ty	audacity	10100110
au;di;ble	audible	1010100
au;di;ence	audience	10101000
au;di;o	audio	10101
au;di;o;phile	audiophile	1010110000
au;di;o;vis;u;al	audiovisual	10101100110
au;di;ol;o;gy	audiology	101010110
au;di;tion	audition	10101000
au;di;to;ri;um	auditorium	1010101010
au;di;to;ry	auditory	10101010
au;di;tor	auditor	1010100
au;dit	audit	10100
au;ger	auger	10100
au;gust	august	101000
